model,protein,spearman_rho
SolubleMPNN,P07107,0.3920145270267318
SolubleMPNN,P11961,0.569619096084193
ProstT5,P05798,0.5116910709007324
ProstT5,P06241,0.4424710424710425
ProstT5,P29160,0.3696990640280561
ProstT5,D4Z2G1,
ProstT5,P05230,0.20527859237536655
ProstT5,P01053,0.3382143513229173
ProstT5,P61626,0.31474324476638
ProstT5,P37001,0.051127819548872175
ProstT5,P19515,0.39963323430999925
ProstT5,P02945,0.3730956599579709
ProstT5,P04637,-0.13054743410768846
ProstT5,Q93D82,-0.02707140763266327
ProstT5,P00644,0.27007849576924403
ProstT5,P06654,0.3262337938288466
ProstT5,P0AA25,0.4620082131968491
ProstT5,P00651,0.32147471391657445
ProstT5,P0ABQ4,0.05054227433480433
ProstT5,P62942,0.25846692603112237
ProstT5,P41016,0.0003418803418803419
ProstT5,P32081,-0.3860374937150388
ProstT5,Q13526,0.5204235276431318
ProstT5,P00044,0.1358193028219113
ProstT5,P00974,0.7515941470752843
ProstT5,P02417,0.4722250250835834
ProstT5,P00282,0.6251260461846031
ProstT5,P03051,0.4809415056879078
ProstT5,P00711,0.17750313905303505
ProstT5,P00698,0.44834404082983204
ProstT5,P01009,0.14344728041066812
ProstT5,P0AEX9,0.3380281793335335
ProstT5,P00509,0.624529898391552
ProstT5,P39476,1.0
ProstT5,P0A7Y4,0.12304699086304999
ProstT5,P00648,0.6037636112285844
ProstT5,P0A877,-0.5932961241218545
ProstT5,P07107,0.32546885114256435
ProstT5,P11961,0.5542054705136646
