model,protein,spearman_rho
AMPLIFY_350M,Q8WTC7,0.0009124398616269573
AMPLIFY_350M,ESTA,0.28623699191041646
AMPLIFY_350M,LGK,0.581138874187021
AMPLIFY_350M,SAV1,0.5997599587230202
AMPLIFY_350M,DLG4,0.2239545422741917
AMPLIFY_350M,Q59976,0.6695900240490059
AMPLIFY_350M,MAFG,0.49409240998789
AMPLIFY_350M,A0A2Z5U3Z0,0.4739500630957014
AMPLIFY_350M,D7PM05,-0.0157750986621831
AMPLIFY_350M,UBE4B,
AMPLIFY_350M,AACC1,0.46472571372500004
AMPLIFY_350M,KCNJ2,0.3032644129481548
AMPLIFY_350M,DYR,0.17993572106125652
AMPLIFY_350M,KCNJ2,0.2338046587475233
AMPLIFY_350M,PPM1D,0.48059261220814986
AMPLIFY_350M,RCRO,0.45548215180659746
AMPLIFY_350M,CBS,0.3371297739426676
AMPLIFY_350M,GFP,0.021287146785199548
AMPLIFY_350M,A0A247D711,0.0893970675750213
AMPLIFY_350M,ISDH,0.270884821561374
AMPLIFY_350M,RBP1,0.4170961907449941
AMPLIFY_350M,CD19,0.22043116655286657
AMPLIFY_350M,MYO3,0.4309866299762659
AMPLIFY_350M,PAI1,0.33823276827764914
AMPLIFY_350M,TADBP,0.00446341220734909
AMPLIFY_350M,Q53Z42,0.12784810204143027
AMPLIFY_350M,RL40A,0.42249252306789403
AMPLIFY_350M,CBX4,0.47604357772104533
AMPLIFY_350M,PRKN,0.5414344350626508
AMPLIFY_350M,BRCA1,0.4424806767209589
AMPLIFY_350M,SRC,0.12606726507609298
AMPLIFY_350M,RDRP,0.46628680762575747
AMPLIFY_350M,RL40A,0.2682470153712993
AMPLIFY_350M,ACE2,0.16582120522365926
AMPLIFY_350M,MK01,0.0626976205452862
AMPLIFY_350M,THO1,0.44210056714182117
AMPLIFY_350M,P84126,0.5630842520192781
AMPLIFY_350M,S22A1,0.4572006882853109
AMPLIFY_350M,NPC1,0.7009582108569004
AMPLIFY_350M,NCAP,0.4155756472915754
AMPLIFY_350M,I6TAH8,0.28477369414106135
AMPLIFY_350M,MLAC,0.3645827084274121
AMPLIFY_350M,GDIA,0.40846971224039325
AMPLIFY_350M,P53,0.5234291809224381
AMPLIFY_350M,BLAT,0.29397664691562736
AMPLIFY_350M,TRPC,0.05672238101099497
AMPLIFY_350M,TNKS2,0.5511639881954117
AMPLIFY_350M,POLG,
AMPLIFY_350M,P53,0.3157823352143699
AMPLIFY_350M,SPG1,0.3684483937115516
AMPLIFY_350M,S22A1,0.5396648703315786
AMPLIFY_350M,SDA,0.42700807889605674
AMPLIFY_350M,RPC1,0.6730765436167527
AMPLIFY_350M,OTU7A,0.5149867344791531
AMPLIFY_350M,SRC,0.16388479147756843
AMPLIFY_350M,Q53Z42,0.3754934357702043
AMPLIFY_350M,RL40A,0.3704210839000779
AMPLIFY_350M,EPHB2,0.6374027909199895
AMPLIFY_350M,NRAM,0.5913588081665117
AMPLIFY_350M,KCNE1,0.5497789059683632
